,keywords
24232,"['upper class', 'usa', 'billionaire', 'economics', 'inequality', 'park avenue', 'poor', 'wealth differences']"
24233,[]
24234,['short']
24235,"['male nudity', 'mass murder', 'nudity', 'biography', 'death of a child', 'indonesia', 'torture', 'murderer', 'genocide', 'guilt', 'death of brother', 'ophthalmologist', 'genocide in indonesia']"
24236,"['sweden', 'biography', 'catholic church']"
24237,"['horror', 'cover-up', 'ufo', 'alien', 'conspiracy']"
24238,[]
24239,"['suicide', 'island', 'infection', 'quarantine', 'prequel', 'murder', 'gore', 'marijuana', 'explosion', 'dead fish', 'sex scene', 'death', 'cunnilingus', 'axe murder', 'flesh eating', 'virus', 'research facility', 'bachelor party']"
24240,"['sniper', 'biography', 'iraq', 'navy seal', 'u.s. soldier']"
24241,"['war veteran', 'woman director', 'afghanistan veteran']"
24242,"['canada', 'obsession', 'walrus', 'deception', 'search', 'disfigurement', 'experimental surgery', 'abduction']"
24243,[]
24244,"['radio', 'nudity', 'nazis', 'propaganda', 'jewish']"
24245,"['trip', 'travelling person', 'travel', 'search', 'pursuit', 'happiness']"
24246,"['vampire', 'black magic', 'hong kong', 'ghost']"
24247,[]
24248,[]
24249,"['north dakota', 'human rights', 'oil industry']"
24250,[]
24251,"['comedy team', 'singing', 'cross country trip']"
24252,[]
24253,"['adolescence', 'deaf-mute', 'deaf']"
24254,['woman director']
24255,"['asteroid', 'future', 'retro']"
24256,"['death of girlfriend', 'horns']"
24257,"['prequel', 'evil doll', 'killer doll', 'spin off', 'doll', 'demonic possession', 'killer toys', 'toy comes to life']"
24258,"['education', 'private school', 'biography', 'cultural difference', 'racism', 'black men', 'woman director', 'opportunity']"
24259,"['sweden', 'shenanigan', 'child']"
24260,"['sex', 'nudity', 'cult', 'adult humor']"
24261,"['cartoon', 'children', 'classic']"
24262,"['symbolism', 'feminism', 'woman director', 'short']"
24263,"['dance performance', 'experimental film', 'woman director', 'short']"
24264,"['photographer', 'castle', 'delusion', 'murder', 'torture chamber', 'torture', 'model', 'trespass', 'booby trap', 'iron maiden', 'torture device']"
24265,['vampire']
24266,[]
24267,"['high technology', 'voyeurism']"
24268,"['family', 'mumblecore', 'christmas']"
24269,"['sex', ""new year's eve"", 'one-night stand', 'snow storm', 'new york city', 'relationship', 'manhattan, new york city', 'overflowing toilet', 'online dating', 'christmas']"
24270,"['female nudity', 'prostitute', 'rape', 'nudity', 'nazis', 'sadism', 'sexual humiliation', 'torture', 'cruelty', 'evil', 'depravity', 'naziploitation', 'abortion']"
24271,"['prisoners of war', 'perversity', 'scientific experiment', 'nazi exploitation film', 'testicles', 'electrical torture', 'video nasty', 'erotic movie']"
24272,"['shipboard romance', 'traveling shot', 'gun shop', 'new york harbor']"
24273,"['prison', 'sex', 'nudity', 'exploitation', 'sequel', 'sexploitation', 'violence', 'humiliation', 'warden', 'abuse']"
24274,"['martial arts', 'kung fu']"
24275,"['mother', 'prostitute', 'kung fu', 'pimp', 'musical', 'biker', 'surrealism', 'blaxploitation', 'gang', 'disappearance', 'racism', 'race']"
24276,"['artificial intelligence', 'household', 'misunderstanding', 'emotionless', 'synthetic human']"
24277,"['vampire', 'dracula', 'bite', 'battle', '15th century', 'ottoman empire', 'vlad', 'fang vamp', 'tepes']"
24278,"['private detective', 'hard boiled']"
24279,[]
24280,"['monte carlo', 'charlie chan']"
24281,[]
24282,['detective']
24283,[]
24284,[]
24285,"['male nudity', 'female nudity', 'small town', 'nudity', 'laser', 'supernatural', 'murder', 'independent film', 'undead', 'diner', 'decapitation', 'zombie', 'motorcycle gang', 'ghost', 'bikers', 'biker gang']"
24286,['sitar music']
24287,"['female nudity', 'nudity', 'nightmare', 'ritual', 'psychopath', 'murder', 'sorority', 'independent film', 'serial killer', 'decapitation', 'maniac', 'violence', 'axe in the head', 'fraternity', 'psycho killer', 'escaped mental patient', 'pledge', 'young women']"
24288,['short']
24289,"['secret organization', 'writer', 'rich poor', 'rat']"
24290,"['artificial intelligence', 'rain', 'future', 'dystopia', 'robot', 'ecology', 'desert', 'child hitman']"
24291,"['mobster', 'justice', 'retired', 'missing', 'missing daughter']"
24292,"['based on novel', 'rural setting', 'poverty', 'deep south', 'burial']"
24293,[]
24294,"['london england', 'based on novel', 'key', 'adventure', 'supernatural', 'steampunk']"
24295,['charlie chan']
24296,"['opera', 'charlie chan']"
24297,"['telepathy', 'human experimentation', 'omnisexuality']"
24298,"['mad scientist', 'end of the world', 'paedophilia']"
24299,[]
24300,[]
24301,[]
24302,"['horror', 'thriller']"
24303,"['wrestling', 'sport', 'independent film', 'family relationships', 'family reunion']"
24304,"['cabaret', 'love affair']"
24305,[]
24306,['independent film']
24307,"['ransom', 'gun', 'forest', 'cell phone', 'jobless', 'rich']"
24308,[]
24309,[]
24310,"['kidnapping', 'family relationships', 'missing child', 'ice skating', 'cctv', 'roadside cafe']"
24311,"['based on graphic novel', 'multiple personality', 'psychiatric']"
24312,[]
24313,"['migrant worker', 'asian financial crisis']"
24314,['time travel']
24315,['musical']
24316,"['russia', 'airship', 'disaster', 'dirigible', 'rescue operation']"
24317,[]
24318,"['based on comic', 'woman director', 'riviera']"
24319,['christian']
24320,"['dracula', 'b movie']"
24321,['woman director']
24322,[]
24323,[]
24324,[]
24325,[]
24326,[]
24327,[]
24328,"['love triangle', 'spain', 'monster', 'nasa', 'cow', 'vacation', 'alien', 'disease', 'scientist', 'parasite']"
24329,['tokyo japan']
24330,[]
24331,['sweden']
24332,[]
24333,"['knight', 'quest']"
24334,[]
24335,"['mtv', 'jackass']"
24336,"['prince', 'frog', 'turtle']"
24337,"['fisherman', 'father daughter relationship', 'sailor']"
24338,['martial arts']
24339,['short']
24340,[]
24341,[]
24342,"['commune', 'new zealand', 'vampire', 'friendship', 'blood', 'mockumentary', 'zombie', 'werewolf', 'suburb', 'heartbreak', 'fraternity', '\xa0nosferatu', 'flatsharing', 'communal living']"
24343,"['chess', 'new zealand', 'based on true story', 'bipolar']"
24344,"['river', 'island', 'georgia', 'corn', 'abkhazia']"
24345,[]
24346,['lassie']
24347,['terrorism']
24348,"['music', 'copyright', 'mash up']"
24349,['high school sweetheart']
24350,"['hitman', 'russian mafia', 'revenge', 'murder', 'gangster', 'dog', 'retired', 'widower']"
24351,[]
24352,"['rome', 'alcoholism', 'sanitarium']"
24353,"['adoption', 'daughter', 'travel', 'couple', 'cheat']"
24354,[]
24355,['japanese film']
24356,"['father son relationship', 'judge', 'lawyer']"
24357,"['new york', 'couple', 'loss of a child']"
24358,"['homosexuality', 'independent film', 'wedding', 'new york city']"
24359,['library']
24360,[]
24361,"['individual', 'paris', 'record store', 'adolescence', 'lovesickness', 'parent child relationship', 'place de clichy', 'concert']"
24362,"['war on drugs', 'documentary', 'marijuana', 'legalization']"
24363,"['cooking', 'romantic comedy', 'chef', 'ghost writer']"
24364,[]
24365,"['world war ii', 'nazis', 'war', 'nazi germany', 'panzer', 'tank']"
24366,[]
24367,"['revenge', 'murder', 'mute', 'oil', 'gang', 'shootout', 'train']"
24368,"['brother brother relationship', 'fall', 'drug trade']"
24369,"['monaco', 'prince']"
24370,[]
24371,"['babysitter', 'friendship', 'neighbor', 'divorce', 'child of divorce']"
24372,"['berlin', 'architecture', 'gentrification']"
24373,"['rain', 'future', 'water', 'dystopia', 'survivor', 'love', 'murder', 'teenager', 'violence', 'bandit', 'alcoholic', 'land', 'drought', 'rejuvenate']"
24374,"['adventure', 'environmentalism']"
24375,"['mumblecore', 'woman director']"
24376,"['sacrifice', 'supernatural', 'haunting', 'paranormal activity']"
24377,[]
24378,['charlie chan']
24379,['charlie chan']
24380,['charlie chan']
24381,['charlie chan']
24382,['charlie chan']
24383,['woman director']
24384,[]
24385,[]
24386,[]
24387,"['fairy', 'castle', 'forest', 'sleeping beauty', 'dragon']"
24388,"['musical', 'masked killer', 'slasher']"
24389,[]
24390,"['kingdom', 'turtle', 'rescue', 'sorceress']"
24391,['charlie chan']
24392,['charlie chan']
24393,['charlie chan']
24394,['charlie chan']
24395,['charlie chan']
24396,[]
24397,"['christian film', 'homosexuality', 'religion']"
24398,[]
24399,['advertising']
24400,[]
24401,[]
24402,['musical']
24403,['woman director']
24404,"['england', 'human experimentation', 'paralysis', 'mad doctor']"
24405,"['haunting', 'psychic', 'seance']"
24406,"['based on novel', 'job interview', 'bad luck', 'wish', 'one day', ""based on children's book"", ""driver's test""]"
24407,['charlie chan']
24408,['charlie chan']
24409,"['islam', 'terrorism', 'family', 'caucasian']"
24410,"['criminal syndicate', 'crime family']"
24411,[]
24412,"['airplane', 'the rapture', 'remake', 'pilot hero']"
24413,[]
24414,[]
24415,[]
24416,[]
24417,"['sex', 'infidelity', 'dream', 'nudity', 'fantasy', 'loneliness', 'architecture', 'single mother', 'internet porn', 'apartment', 'blindness', 'reality vs fantasy', 'pregnancy test', 'voyeur', 'oslo norway', 'blind woman']"
24418,[]
24419,['woman director']
24420,[]
24421,['drama']
24422,"['vacation', 'friends', 'thirty something', 'loss of friend', 'bicycle tour']"
24423,"['tour', 'comedy', 'relationship', 'podcast']"
24424,"['short', 'cinema of transgression']"
24425,"['cabin', 'engagement', 'party', 'woods', 'alien', 'teenager', 'drug', 'police officer', 'nobody believes']"
24426,[]
24427,[]
24428,"['minnesota', 'island', 'laboratory', 'nazi spy']"
24429,"['professor', 'teaching', 'pommy']"
24430,"['north carolina', 'vacation', 'alien', 'trap', 'found footage', 'gun enthusiast', 'electronics failure', 'brown mountain']"
24431,"['mummy', 'archaeologist', 'hammer horror', 'tomb']"
24432,"['sheriff', 'baby', 'grandfather grandson relationship', 'monster', 'fishing', 'army', 'alien', 'creature', 'dance hall', 'newlyweds', 'hootenanny', 'thermometer']"
24433,[]
24434,"['queen', 'mummy', 'hammer horror', 'tomb']"
24435,[]
24436,"['father murder', 'giftmord', 'syphillis', 'petty bourgeois', 'illegal prostitution']"
24437,"['death of a friend', 'swimming pool', 'ouija', 'ouija board', 'teenager', 'based on game', 'ghost', 'spiritualism', 'supernatural horror']"
24438,[]
24439,[]
24440,['independent film']
24441,"['baby', 'house', 'paranormal', 'old dark house', 'couple', 'gothic', 'doppelganger', 'baby monitor']"
24442,"['musical', 'romance']"
24443,"['swat team', 'detroit michigan']"
24444,"['journalism', 'underground', 'tv station', 'sociopath', 'home invasion', 'car chase', 'tv news', 'employer employee relationship', 'ethics', 'stringer']"
24445,"['prison', 'russia']"
24446,"['necrophilia', 'deep south']"
24447,[]
24448,[]
24449,"['children', 'political']"
24450,[]
24451,[]
24452,[]
24453,"['alternate dimension', 'scientist', 'magical object', 'cartoon cat', 'damsel in distress', 'evil ruler']"
24454,"['brother brother relationship', 'hero', 'talent', 'revenge', 'best friend', 'another dimension', 'robot', 'boy genius', 'hate', 'aftercreditsstinger', 'moral dilemma', '3d', 'teen superheroes', 'dead brother']"
24455,['proto-slasher']
24456,['zombie apocalypse']
24457,"['home', 'homicide', 'protest', 'past', 'splatter']"
24458,"['kidnapping', 'suspense', 'serial killer', 'disappearance', 'rural setting', 'police investigation', 'buddy cop', '1980s']"
24459,"['talking dog', 'dog', 'home alone']"
24460,"['joseph stalin', 'drama']"
24461,"['transporter', 'boxing match', 'femme fatale', 'b movie', 'brit noir']"
24462,[]
24463,"['love triangle', 'afterlife', 'day of the dead', 'bullfighting']"
24464,"['based on novel', 'male female relationship', 'teenage pregnancy', 'best friends in love', 'missed opportunity']"
24465,"['detective', 'martial arts', 'kung fu', 'sea monster']"
24466,"['inventor', 'ballet', 'dance instructor']"
24467,"['brother sister relationship', 'death of parent', 'special needs', 'child care', 'legal guardian']"
24468,"['au pair', 'friendship', 'new york city', 'prodigy']"
24469,"['gambling', 'future', 'time travel', 'gambling debts', 'photography']"
24470,['indian western']
24471,"['monster', 'theatre play', 'frankenstein', 'play', 'theater', 'adaptation', 'stage play', ""frankenstein's monster"", 'nt live']"
24472,"['frankenstein', 'spoof']"
24473,[]
24474,"['new york', 'kidnapping', 'cold war', 'secret agent', 'scientist', 'psychiatrist']"
24475,"['sea', 'navigator', 'navigation']"
24476,['cemetery']
24477,[]
24478,[]
24479,[]
24480,['woman director']
24481,"['dancing', 'artificial intelligence', 'distrust', 'isolation', 'technology', 'manipulation', 'friendship', 'deception', 'laboratory', 'robot', 'power outage', 'surveillance camera', 'consciousness', 'existentialism', 'lockdown', 'philosophical', 'robot human relationship', 'turing test', 'cybernetics']"
24482,"['runaway', 'escape', 'teenager', 'journey']"
24483,[]
24484,['martial arts']
24485,[]
24486,"['dream', 'marriage', 'dog']"
24487,"['sultan', 'sinbad']"
24488,"['stuntman', 'rock band', 'daredevil']"
24489,[]
24490,"['magic', 'vampire', 'revenge', 'murder', 'mad doctor', 'twins', 'death', 'one actor plays twins']"
24491,"['female nudity', 'agoraphobia', 'hollywood', 'porn director', 'alcoholic', 'porn actress', '1930s', 'film within a film']"
24492,"['female nudity', 'nudity', 'beat generation']"
24493,['tv movie']
24494,"['cowboy', 'western spoof']"
24495,"['babysitter', 'based on short film', 'new york city', 'attempted suicide', 'uncle niece relationship']"
24496,[]
24497,['woman director']
24498,"['underground', 'mine', 'trapped']"
24499,['army']
24500,"['vampire', 'reindeer', 'shaman']"
24501,"['con man', 'singer', 'scam']"
24502,[]
24503,"['competition', 'documentary', 'world record']"
24504,[]
24505,"['nurse', 'doctor', 'mental illness', 'crime wave', 'dr. gillespie']"
24506,"['charlie chan', 'lost film']"
24507,"['steampunk', 'short']"
24508,['painter']
24509,"['carnival', 'siamese twins', 'vaudeville', 'sideshow', 'woman director', 'freaks', 'conjoined twins', 'hilton sisters']"
24510,[]
24511,"['artist', 'musician', 'serial killer']"
24512,"['cruise ship', 'gunfight', 'murder investigation', 'rubber mask']"
24513,['charlie chan']
24514,[]
24515,[]
24516,"['bus ride', 'funeral', 'snow white']"
24517,[]
24518,[]
24519,[]
24520,"['short', 'toy story', 'pixar animation']"
24521,"['the simpsons', 'blue', 'day care', 'toddler', 'butterfly', 'cocoon']"
24522,"['fast food restaurant', 'toys', 'fast food', 'toy story', 'pixar animation']"
24523,"['soul', 'fight', 'trap', 'end of world', 'rag doll', 'short']"
24524,[]
24525,[]
24526,"['based on novel', 'adulteress', 'costume drama', 'extra marital affair']"
24527,[]
24528,[]
24529,[]
24530,[]
24531,[]
24532,[]
24533,[]
24534,"['assassin', 'independent film']"
24535,"['parody', 'horror comedy']"
24536,[]
24537,['sequel']
24538,"['drug dealer', 'adventure', 'friends']"
24539,"['forced labour', 'supernatural', 'revenge', 'lucifer', 'death']"
24540,[]
24541,[]
24542,"['tibet', 'marvel comic', 'based on comic', 'animation', 'mysticism']"
24543,[]
24544,['robot']
24545,"['lego', 'hero factory']"
24546,[]
24547,"['riddle', 'treasure', 'russian', 'treasure hunt', 'treasure map', 'falling in love', 'archaeologist', 'archeology\xa0', 'allan quatermain']"
24548,"['santa claus', 'christmas']"
24549,['dinosaur']
24550,['dinosaur']
24551,[]
24552,[]
24553,['mouse']
24554,"['meteor', 'moon base', 'astronaut', 'alien parasites']"
24555,[]
24556,"['tornado', 'global warming']"
24557,[]
24558,[]
24559,[]
24560,[]
24561,"['australia', 'party', 'end of the world', 'apocalypse']"
24562,"['world war ii', 'miniseries']"
24563,"['martial arts', 'sport', 'basketball', 'melodrama', 'chinese', 'university']"
24564,"['suspense', 'death of father', 'kashmir conflict', 'avenge']"
24565,['woman director']
24566,[]
24567,"['mexico', 'cia', 'killer']"
